GTD,#023,Triarsi Competizione,Ferrari 296 GT3,,97,87,,2,,28
GTD,#12,Vasser Sullivan,Lexus RC F GT3,,99,88,,3,,27
GTD,#13,AWA Racing,Corvette Z06 GT3.R,,96,86,,2,,26
GTD,#27,Heart of Racing Team,Aston Martin Vantage AMR GT3 Evo,,99,89,,4,,25
GTD,#32,Korthoff/Preston Motorsports,Mercedes-AMG GT3 Evo,,98,88,,3,,29
GTD,#34,Conquest Racing,Ferrari 296 GT3,,98,88,,3,,28
GTD,#43,Andretti Motorsports,Porsche 911 GT3 R,,97,87,,2,,27
GTD,#45,Wayne Taylor Racing with Andretti,Lamborghini Huracan GT3 Evo 2,,97,88,,4,,26
GTD,#47,Cetilar Racing,Ferrari 296 GT3,,98,87,,3,,28
GTD,#55,Proton Competition,Ford Mustang GT3,,97,88,,4,,27
GTD,#57,Winward Racing,Mercedes-AMG GT3 Evo,,99,90,,5,,29
GTD,#66,Gradient Racing,Acura NSX GT3 Evo22,,96,86,,3,,29
GTD,#70,Inception Racing,McLaren 720S GT3 Evo,,98,89,,4,,24
GTD,#78,Forte Racing,Lamborghini Huracan GT3 Evo 2,,97,88,,4,,29
GTD,#86,MDK Motorsports,Porsche 911 GT3 R,,96,87,,3,,28
GTD,#96,Turner Motorsports,BMW M4 GT3,,99,89,,4,,27
GTD,#120,Wright Motorsports,Porsche 911 GT3 R,,96,87,,2,,26
